Date,Symbols,Close,High,Low,Open,Volume
2020-02-19,TTST.UK,5.7967,5.816,5.7776,5.7776,13466.0
2020-02-20,AMZN,2153.1,2176.79,2127.45,2173.07,3131342.0
2020-02-20,GOOGL,1516.99,1527.07,1504.26,1519.01,1298386.0
2020-02-20,FB,214.58,218.765,212.945,216.52,13109213.0
2020-02-20,TWTR.US,39.05,39.06,37.955,38.76,17273369.0
2020-02-20,MSFT.US,181.8,184.58,178.53,184.28,37394406.0
2020-02-20,TTST.UK,5.8543,5.9119,5.8543,5.9119,41938.0
2020-02-21,AMZN,2095.97,2144.55,2088.0,2142.15,4650740.0
2020-02-21,GOOGL,1483.46,1510.95,1478.49,1504.58,2126843.0
2020-02-21,FB,210.18,214.237,208.831,213.48,14098432.0
2020-02-21,TWTR.US,38.31,38.76,38.04,38.67,15326738.0
2020-02-21,MSFT.US,176.04,180.88,174.74,180.55,49301829.0
2020-02-21,TTST.UK,5.8735,5.8735,5.8543,5.8543,9587.0
2020-02-24,AMZN,2009.29,2039.3,1987.97,2003.18,6546997.0
2020-02-24,GOOGL,1419.86,1436.38,1406.79,1423.05,2478039.0
2020-02-24,FB,200.72,203.65,198.17,201.8,23080057.0
2020-02-24,TWTR.US,35.89,36.59,35.3,36.5,25155384.0
2020-02-24,MSFT.US,168.47,172.07,160.92,165.38,69296993.0
2020-02-24,TTST.UK,5.4512,5.528,5.4128,5.528,2009.0
2020-02-25,AMZN,1972.74,2034.6,1958.42,2026.42,6219094.0
2020-02-25,GOOGL,1386.32,1436.85,1380.42,1431.0,2578966.0
2020-02-25,FB,196.77,203.5,195.954,202.25,21433487.0
2020-02-25,TWTR.US,35.21,36.45,34.885,36.18,19841301.0
2020-02-25,MSFT.US,165.68,172.35,165.26,171.72,69055790.0
2020-02-25,TTST.UK,5.624,5.624,5.528,5.528,2452.0
2020-02-26,AMZN,1979.59,2014.67,1960.45,1970.28,5240402.0
2020-02-26,GOOGL,1390.47,1413.67,1376.55,1393.36,2490178.0
2020-02-26,FB,197.2,201.21,195.49,197.19,16555210.0
2020-02-26,TWTR.US,34.63,35.82,34.435,35.28,18066349.0
2020-02-26,MSFT.US,167.75,170.78,165.82,167.29,57200978.0
2020-02-26,TTST.UK,5.528,5.624,5.4896,5.624,12119.0
2020-02-27,AMZN,1884.3,1975.0,1882.76,1934.38,8143993.0
2020-02-27,GOOGL,1314.95,1369.4,1314.24,1359.14,3114476.0
2020-02-27,FB,189.75,195.88,189.5,191.82,21682626.0
2020-02-27,TWTR.US,33.01,34.2,32.47,33.73,27234090.0
2020-02-27,MSFT.US,155.93,164.66,155.73,161.01,94519690.0
2020-02-27,TTST.UK,5.2977,5.4512,5.2593,5.4512,24092.0
2020-02-28,AMZN,1883.75,1889.76,1811.13,1814.59,9493797.0
2020-02-28,GOOGL,1339.25,1342.45,1268.21,1271.91,4010900.0
2020-02-28,FB,192.47,192.74,181.82,182.695,32583494.0
2020-02-28,TWTR.US,33.2,33.37,31.51,31.88,33688909.0
2020-02-28,MSFT.US,159.7,161.39,149.83,150.23,98474610.0
2020-02-28,TTST.UK,4.837,5.0673,4.7218,5.0673,9610.0
2020-03-02,AMZN,1953.95,1954.51,1870.0,1909.52,6761651.0
2020-03-02,GOOGL,1386.32,1387.47,1325.2,1351.39,2771463.0
2020-03-02,FB,196.44,196.57,188.85,194.03,24948955.0
2020-03-02,TWTR.US,35.82,36.86,35.14,36.0,39914745.0
2020-03-02,MSFT.US,170.33,170.46,160.0,162.95,72055990.0
2020-03-02,TTST.UK,4.5682,4.7986,4.4147,4.7986,39052.0
2020-03-03,AMZN,1908.99,1996.33,1888.09,1975.37,7534491.0
2020-03-03,GOOGL,1337.72,1408.19,1329.24,1397.68,2830112.0
2020-03-03,FB,185.89,197.24,183.97,196.22,27984104.0
2020-03-03,TWTR.US,34.93,36.48,34.41,36.02,22973059.0
2020-03-03,MSFT.US,162.15,172.51,159.95,171.32,72711526.0
2020-03-03,TTST.UK,4.9329,5.029,4.7602,4.7602,23723.0
2020-03-04,AMZN,1975.83,1978.0,1922.0,1946.57,4772919.0
2020-03-04,GOOGL,1381.6,1382.78,1337.0,1358.96,2379856.0
2020-03-04,FB,191.76,191.83,186.39,189.17,23062473.0
2020-03-04,TWTR.US,36.0,36.0,34.77,35.76,14980308.0
2020-03-04,MSFT.US,168.13,168.28,163.26,166.09,50533349.0
2020-03-04,TTST.UK,4.837,4.8754,4.6546,4.7602,3521.0
2020-03-05,AMZN,1924.03,1960.72,1910.0,1933.0,4748210.0
2020-03-05,GOOGL,1314.76,1353.63,1301.64,1345.55,2718982.0
2020-03-05,FB,185.17,188.99,183.8901,186.78,19333425.0
2020-03-05,TWTR.US,34.97,35.73,34.52,35.03,14132158.0
2020-03-05,MSFT.US,163.91,168.45,163.33,163.68,48507392.0
2020-03-05,TTST.UK,4.7602,4.8754,4.6738,4.8754,14958.0
2020-03-06,AMZN,1901.09,1910.87,1869.5,1875.0,5273580.0
2020-03-06,GOOGL,1295.74,1302.75,1257.21,1271.5,3232315.0
2020-03-06,FB,181.09,183.78,176.26,178.33,24559550.0
2020-03-06,TWTR.US,33.46,33.99,32.51,33.81,20361058.0
2020-03-06,MSFT.US,159.27,160.8,153.77,160.3,73872076.0
2020-03-06,TTST.UK,4.3571,4.5107,4.3187,4.4243,11750.0
2020-03-09,AMZN,1800.61,1862.77,1761.2901,1773.86,7813232.0
2020-03-09,GOOGL,1215.79,1252.73,1198.04,1204.96,3462578.0
2020-03-09,FB,169.5,175.0,165.19,169.6,29949041.0
2020-03-09,TWTR.US,32.46,35.36,30.62,31.81,41767571.0
2020-03-09,MSFT.US,148.49,155.5,147.87,148.87,71435628.0
2020-03-09,TTST.UK,3.9348,4.2131,3.8485,4.2131,16670.0
2020-03-10,AMZN,1891.82,1894.27,1818.17,1870.88,7133310.0
2020-03-10,GOOGL,1275.17,1275.85,1214.51,1254.39,2743566.0
2020-03-10,FB,178.19,178.29,169.5,174.67,24517791.0
2020-03-10,TWTR.US,34.31,34.78,33.12,33.9,27327634.0
2020-03-10,MSFT.US,158.62,158.73,150.4,155.91,66297639.0
2020-03-10,TTST.UK,4.05,4.1364,4.05,4.0981,15502.0
2020-03-11,AMZN,1820.86,1871.3194,1801.5,1857.85,5646831.0
2020-03-11,GOOGL,1210.9,1256.93,1191.14,1248.27,2741694.0
2020-03-11,FB,170.24,175.88,167.66,174.01,20397204.0
2020-03-11,TWTR.US,31.3,33.4553,30.01,33.3,27478301.0
2020-03-11,MSFT.US,151.44,155.45,149.01,154.88,57319824.0
2020-03-11,TTST.UK,3.9348,3.9348,3.8389,3.8389,970.0
2020-03-12,AMZN,1676.61,1765.0,1675.0,1721.98,11346214.0
2020-03-12,GOOGL,1111.55,1188.75,1108.47,1122.62,4716293.0
2020-03-12,FB,154.47,166.6,154.34,159.54,43266335.0
2020-03-12,TWTR.US,26.78,29.69,26.7,29.08,32519482.0
2020-03-12,MSFT.US,137.08,151.28,136.61,143.24,94571892.0
2020-03-12,TTST.UK,3.6085,3.6085,3.2631,3.4742,38972.0
2020-03-13,AMZN,1785.0,1786.31,1680.62,1755.0,8809725.0
2020-03-13,GOOGL,1214.27,1214.4,1112.29,1174.99,3969973.0
2020-03-13,FB,170.28,170.79,157.6,163.53,35028627.0
2020-03-13,TWTR.US,29.29,29.41,26.4001,28.83,29059112.0
2020-03-13,MSFT.US,156.58,159.6,138.72,145.4,94065770.0
2020-03-13,TTST.UK,4.0404,4.2036,3.8389,3.9348,89336.0
2020-03-16,AMZN,1689.15,1759.4519,1626.0318,1641.51,8917265.0
2020-03-16,GOOGL,1073.0,1145.47,1067.0801,1089.61,4825981.0
2020-03-16,FB,146.01,159.13,143.1,152.32,39120419.0
2020-03-16,TWTR.US,24.04,28.35,23.92,26.12,28768061.0
2020-03-16,MSFT.US,133.48,147.23,133.09,138.01,89174604.0
2020-03-16,TTST.UK,3.5894,3.7429,3.359,3.7429,128001.0
2020-03-17,AMZN,1807.84,1857.775,1689.2402,1775.47,10917129.0
2020-03-17,GOOGL,1118.06,1126.0,1049.1,1090.64,4159686.0
2020-03-17,FB,149.42,153.94,140.0,150.74,34255596.0
2020-03-17,TWTR.US,24.48,25.84,23.18,24.38,28741680.0
2020-03-17,MSFT.US,144.49,145.4,133.09,138.01,82229745.0
2020-03-17,TTST.UK,3.551,3.6566,3.407,3.6566,123808.0
2020-03-18,AMZN,1830.0,1841.66,1745.0,1750.0,9645218.0
2020-03-18,GOOGL,1091.19,1104.99,1037.0,1059.94,4652238.0
2020-03-18,FB,146.96,148.18,137.1006,139.75,37553136.0
2020-03-18,TWTR.US,22.0,23.49,20.0,22.95,31012723.0
2020-03-18,MSFT.US,138.41,143.92,133.11,136.05,82770799.0
2020-03-18,TTST.UK,3.407,3.551,3.407,3.551,2023.0
2020-03-19,AMZN,1880.93,1945.0,1832.65,1860.0,10399943.0
2020-03-19,GOOGL,1111.67,1152.61,1055.55,1088.22,3703248.0
2020-03-19,FB,153.13,159.9294,144.8,146.62,39862312.0
2020-03-19,TWTR.US,24.13,25.17,20.6558,22.11,29980029.0
2020-03-19,MSFT.US,140.67,148.02,137.02,140.73,87162774.0
2020-03-19,TTST.UK,3.1095,3.4454,3.0903,3.3686,8590.0
2020-03-20,AMZN,1846.09,1957.0,1820.73,1926.31,9817850.0
2020-03-20,GOOGL,1068.21,1138.4783,1062.1,1130.9,4143897.0
2020-03-20,FB,149.73,159.27,148.0,156.02,32568398.0
2020-03-20,TWTR.US,23.95,25.8638,23.7,24.97,28250721.0
2020-03-20,MSFT.US,135.4,145.0,133.92,143.92,86091080.0
2020-03-20,TTST.UK,3.4838,3.6949,3.3206,3.6373,18017.0
2020-03-23,AMZN,1902.83,1919.4,1812.0,1827.75,7808489.0
2020-03-23,GOOGL,1054.13,1066.91,1008.87,1056.37,4183629.0
2020-03-23,FB,148.1,152.31,142.25,149.66,29830765.0
2020-03-23,TWTR.US,24.69,25.25,23.5,23.8,21882578.0
2020-03-23,MSFT.US,134.04,138.56,130.64,135.06,80115018.0
2020-03-23,TTST.UK,3.3302,3.4933,3.1959,3.1959,48915.0
2020-03-24,AMZN,1940.1,1955.0,1900.3403,1951.495,7147080.0
2020-03-24,GOOGL,1130.01,1133.33,1086.43,1103.98,3623435.0
2020-03-24,FB,160.98,161.31,152.57,155.205,30440369.0
2020-03-24,TWTR.US,25.85,26.46,24.13,25.79,32815915.0
2020-03-24,MSFT.US,146.22,147.47,139.26,141.7,83707683.0
2020-03-24,TTST.UK,2.9751,3.455,2.9751,3.3399,7395.0
2020-03-25,AMZN,1885.84,1950.26,1885.78,1920.69,6479073.0
2020-03-25,GOOGL,1101.62,1146.17,1083.01,1124.58,4516162.0
2020-03-25,FB,156.21,162.99,153.06,158.92,35184271.0
2020-03-25,TWTR.US,25.97,27.46,24.52,25.85,25738824.0
2020-03-25,MSFT.US,144.83,152.14,142.38,146.79,76729903.0
2020-03-25,TTST.UK,3.359,3.5894,3.3399,3.3878,9619.0
2020-03-26,AMZN,1955.49,1956.49,1889.29,1902.0,6235118.0
2020-03-26,GOOGL,1162.92,1171.48,1092.03,1114.72,3834422.0
2020-03-26,FB,163.34,164.0,157.0201,158.25,26579021.0
2020-03-26,TWTR.US,26.41,27.03,25.625,26.15,20453335.0
2020-03-26,MSFT.US,153.88,154.41,146.25,146.28,65628154.0
2020-03-26,TTST.UK,3.7237,3.7237,3.3974,3.3974,29652.0
2020-03-27,AMZN,1900.1,1939.79,1899.92,1930.86,5387897.0
2020-03-27,GOOGL,1110.26,1151.05,1104.0027,1127.47,3139661.0
2020-03-27,FB,156.79,160.09,154.75,158.2,24879869.0
2020-03-27,TWTR.US,25.29,25.83,24.76,25.56,22069283.0
2020-03-27,MSFT.US,147.57,152.7,147.08,149.59,57865576.0
2020-03-27,TTST.UK,3.4358,3.5989,3.359,3.5989,82197.0
2020-03-30,AMZN,1963.95,1973.63,1912.34,1922.83,6126087.0
2020-03-30,GOOGL,1146.31,1151.0,1098.4901,1132.64,2936827.0
2020-03-30,FB,165.95,166.75,158.06,159.18,22515225.0
2020-03-30,TWTR.US,25.59,25.94,24.6,25.25,20720844.0
2020-03-30,MSFT.US,157.93,158.3,147.88,150.26,64335664.0
2020-03-30,TTST.UK,3.2534,3.3494,3.1191,3.2918,75056.0
2020-03-31,AMZN,1949.72,1993.02,1944.01,1964.35,5123626.0
2020-03-31,GOOGL,1161.95,1173.4,1136.72,1148.73,3263971.0
2020-03-31,FB,166.8,170.93,164.2,165.48,23676283.0
2020-03-31,TWTR.US,24.56,26.3306,24.4,25.79,24993383.0
2020-03-31,MSFT.US,155.46,162.42,154.32,157.15,79051901.0
2020-03-31,TTST.UK,3.5701,3.5701,3.3206,3.3206,4458.0
2020-04-01,AMZN,1907.7,1944.96,1893.0,1932.97,4121875.0
2020-04-01,GOOGL,1102.1,1129.42,1093.49,1124.0,2598519.0
2020-04-01,FB,159.6,164.15,158.035,161.615,19507559.0
2020-04-01,TWTR.US,23.32,24.3942,23.05,23.7,20026972.0
2020-04-01,MSFT.US,149.93,155.5,148.69,150.82,58806599.0
2020-04-01,TTST.UK,3.3974,3.3974,3.2822,3.359,6975.0
2020-04-02,AMZN,1918.83,1927.5258,1890.0,1901.64,4335985.0
2020-04-02,GOOGL,1117.03,1122.77,1093.13,1100.0,2820534.0
2020-04-02,FB,158.19,161.3509,155.92,159.1,20886309.0
2020-04-02,TWTR.US,23.02,23.58,22.36,23.0,17114776.0
2020-04-02,MSFT.US,153.07,153.29,148.23,149.69,50347050.0
2020-04-02,TTST.UK,3.3783,3.4167,3.2631,3.3206,45232.0
2020-04-03,AMZN,1906.59,1926.33,1889.15,1911.15,3609870.0
2020-04-03,GOOGL,1092.7,1118.79,1075.08,1114.71,2568694.0
2020-04-03,FB,154.18,157.91,150.83,157.15,25983317.0
2020-04-03,TWTR.US,23.09,24.32,22.75,24.1,25029710.0
2020-04-03,MSFT.US,151.64,155.13,150.01,152.91,41838544.0
2020-04-03,TTST.UK,3.1287,3.2438,3.1191,3.1959,47314.0
2020-04-06,AMZN,1997.59,1998.52,1930.02,1936.0,5773181.0
2020-04-06,GOOGL,1183.19,1190.7547,1125.0,1133.0,3165991.0
2020-04-06,FB,165.55,166.2,158.51,160.15,28453581.0
2020-04-06,TWTR.US,24.93,25.05,23.79,24.1,26014880.0
2020-04-06,MSFT.US,162.91,164.14,155.33,158.02,68080314.0
2020-04-06,TTST.UK,3.359,3.359,3.1287,3.1287,5282.0
2020-04-07,AMZN,2011.6,2035.72,1997.62,2017.11,5113983.0
2020-04-07,GOOGL,1182.56,1220.775,1177.25,1217.01,3080955.0
2020-04-07,FB,168.83,173.39,166.01,171.79,31411919.0
2020-04-07,TWTR.US,25.61,26.86,25.3102,25.97,25831091.0
2020-04-07,MSFT.US,161.18,167.58,160.95,167.16,63674976.0
2020-04-07,TTST.UK,3.5222,3.6853,3.3974,3.3974,1408.0
2020-04-08,AMZN,2043.0,2044.0,2011.15,2021.0,3977313.0
2020-04-08,GOOGL,1207.0,1214.9,1183.954,1203.1,2016713.0
2020-04-08,FB,174.28,175.0,167.74,171.25,21664198.0
2020-04-08,TWTR.US,27.86,28.46,25.92,26.785,31240846.0
2020-04-08,MSFT.US,162.77,164.31,161.19,163.31,49015606.0
2020-04-08,TTST.UK,3.5222,3.5894,3.455,3.4933,24359.0
2020-04-09,AMZN,2042.76,2053.0,2017.66,2044.3,4655617.0
2020-04-09,GOOGL,1206.57,1221.99,1192.4166,1218.18,2701423.0
2020-04-09,FB,175.19,177.08,171.57,175.9,23534287.0
2020-04-09,TWTR.US,27.77,29.05,27.28,28.48,22233208.0
2020-04-09,MSFT.US,162.78,165.0,161.02,164.0,52174084.0
2020-04-09,TTST.UK,3.7237,3.8101,3.4742,3.551,42058.0
2020-04-13,AMZN,2168.87,2180.0,2038.0,2040.0,6716709.0
2020-04-13,GOOGL,1210.41,1214.5199,1182.3318,1201.5,1935128.0
2020-04-13,FB,174.79,175.0,169.45,173.67,19355355.0
2020-04-13,TWTR.US,27.21,27.62,26.24,27.55,15059939.0
2020-04-13,MSFT.US,163.15,163.21,159.99,162.01,42510078.0
2020-04-14,AMZN,2283.32,2292.0,2186.21,2200.47,8087193.0
2020-04-14,GOOGL,1265.23,1275.7499,1228.5413,1239.9735,3167862.0
2020-04-14,FB,178.17,181.225,176.62,178.9765,21011815.0
2020-04-14,TWTR.US,27.94,28.41,27.6,28.0,13766221.0
2020-04-14,MSFT.US,171.22,171.27,165.61,166.58,53637468.0
2020-04-14,TTST.UK,3.7141,3.7621,3.5989,3.7621,24166.0
2020-04-15,AMZN,2307.68,2333.369,2245.0,2257.68,6866567.0
2020-04-15,GOOGL,1257.3,1275.1099,1234.0,1246.51,2111842.0
2020-04-15,FB,176.97,178.19,172.82,175.1865,17423003.0
2020-04-15,TWTR.US,27.51,27.64,26.75,27.1,15822235.0
2020-04-15,MSFT.US,169.44,171.09,166.82,168.77,41531728.0
2020-04-15,TTST.UK,3.5222,3.7525,3.4646,3.7141,25572.0
2020-04-16,AMZN,2408.19,2460.9981,2335.0,2346.0,12038201.0
2020-04-16,GOOGL,1257.43,1273.3586,1238.2,1267.14,2894757.0
2020-04-16,FB,176.25,178.05,172.51,177.95,23593229.0
2020-04-16,TWTR.US,26.55,27.17,25.955,26.86,21946564.0
2020-04-16,MSFT.US,174.53,174.77,170.44,171.82,51208177.0
2020-04-16,TTST.UK,3.5701,3.6469,3.5222,3.6182,164741.0
2020-04-17,AMZN,2375.0,2400.0,2316.02,2372.33,7930010.0
2020-04-17,GOOGL,1279.0,1290.0,1266.0,1281.7,2552824.0
2020-04-17,FB,179.24,180.28,176.66,179.2,20974750.0
2020-04-17,TWTR.US,26.7,27.92,26.47,27.16,21129460.0
2020-04-17,MSFT.US,176.05,177.44,173.37,176.94,53527186.0
2020-04-17,TTST.UK,3.6373,3.6853,3.6182,3.6182,9216.0
2020-04-20,AMZN,2393.61,2444.98,2386.05,2389.95,5770694.0
2020-04-20,GOOGL,1261.15,1276.82,1256.44,1269.89,1764608.0
2020-04-20,FB,178.24,180.5,176.77,177.41,16110664.0
2020-04-20,TWTR.US,27.01,27.53,26.11,26.31,16755369.0
2020-04-20,MSFT.US,172.57,176.2,172.5,174.13,37198844.0
2020-04-20,TTST.UK,3.551,3.6566,3.5126,3.6373,6564.0
2020-04-21,AMZN,2328.12,2428.3099,2279.66,2416.61,7476679.0
2020-04-21,GOOGL,1212.16,1250.0,1205.0,1242.71,2482404.0
2020-04-21,FB,170.8,175.38,168.3408,175.25,24850528.0
2020-04-21,TWTR.US,25.75,26.72,25.055,26.39,28093694.0
2020-04-21,MSFT.US,165.43,171.19,163.75,171.02,57014931.0
2020-04-21,TTST.UK,3.2247,3.3686,3.2054,3.3686,29932.0
2020-04-22,AMZN,2363.49,2394.0,2351.0,2369.0,4218295.0
2020-04-22,GOOGL,1258.41,1279.88,1237.2,1241.11,2315792.0
2020-04-22,FB,182.28,184.78,178.14,178.45,33369931.0
2020-04-22,TWTR.US,28.44,28.5,26.45,27.0,28587496.0
2020-04-22,MSFT.US,171.04,171.52,168.4,168.95,35151727.0
2020-04-22,TTST.UK,3.3974,3.407,3.2534,3.3783,129701.0
2020-04-23,AMZN,2399.45,2424.22,2382.08,2399.98,5066552.0
2020-04-23,GOOGL,1271.17,1288.15,1260.5301,1265.74,1710122.0
2020-04-23,FB,185.13,187.05,183.15,184.08,21426604.0
2020-04-23,TWTR.US,27.86,28.84,27.73,28.43,19019564.0
2020-04-23,MSFT.US,168.98,172.57,168.49,171.63,33264070.0
2020-04-23,TTST.UK,3.4838,3.4838,3.3302,3.4262,11338.0
2020-04-24,AMZN,2410.22,2420.4332,2382.0,2417.0,3831797.0
2020-04-24,GOOGL,1276.6,1277.71,1244.0,1255.0,1872004.0
2020-04-24,FB,190.07,190.41,180.825,183.23,28868528.0
2020-04-24,TWTR.US,28.74,28.835,27.46,27.99,15936424.0
2020-04-24,MSFT.US,172.07,172.08,168.29,169.62,34800446.0
2020-04-24,TTST.UK,3.359,3.4454,3.3206,3.3783,2300.0
2020-04-27,AMZN,2376.0,2444.88,2363.0,2443.2,5645645.0
2020-04-27,GOOGL,1270.86,1294.1,1265.06,1292.0,2209333.0
2020-04-27,FB,187.5,193.75,187.41,192.657,29197750.0
2020-04-27,TWTR.US,30.0,30.385,29.13,29.13,22490592.0
2020-04-27,MSFT.US,171.57,174.39,170.82,174.09,33673475.0
2020-04-27,TTST.UK,3.4262,3.4838,3.3783,3.4454,3883.0
2020-04-28,AMZN,2314.08,2373.5,2306.0,2372.1,5269446.0
2020-04-28,GOOGL,1232.59,1284.76,1230.38,1283.2,4035007.0
2020-04-28,FB,182.91,189.2,182.56,188.66,21730986.0
2020-04-28,TWTR.US,28.79,30.45,28.5734,30.4,23363980.0
2020-04-28,MSFT.US,167.39,173.17,166.97,173.09,34889081.0
2020-04-28,TTST.UK,3.4262,3.4646,3.3015,3.3015,1672.0
2020-04-29,AMZN,2372.71,2391.89,2310.0,2330.01,4591593.0
2020-04-29,GOOGL,1342.18,1360.15,1326.73,1345.0,5417888.0
2020-04-29,FB,194.19,196.91,190.0,190.93,45954521.0
2020-04-29,TWTR.US,31.09,31.5,29.62,30.06,29568757.0
2020-04-29,MSFT.US,174.92,175.14,169.44,170.75,52026773.0
2020-04-29,TTST.UK,3.6278,3.6566,3.455,3.5606,53134.0
2020-04-30,AMZN,2474.0,2475.0,2396.01,2419.84,9534611.0
2020-04-30,GOOGL,1346.7,1350.0,1321.5,1331.36,2792124.0
2020-04-30,FB,204.71,209.69,201.5701,206.92,46230116.0
2020-04-30,TWTR.US,28.68,30.57,28.085,28.79,68959054.0
2020-04-30,MSFT.US,176.65,177.84,173.73,177.44,54653441.0
2020-04-30,TTST.UK,3.8868,3.9252,3.7813,3.7813,122599.0
2020-05-01,AMZN,2286.04,2362.44,2258.1901,2336.8,9772605.0
2020-05-01,GOOGL,1317.32,1351.43,1309.66,1324.09,2443554.0
2020-05-01,FB,202.27,207.28,199.0501,201.6,30415581.0
2020-05-01,TWTR.US,27.84,28.445,27.1915,28.0,28231066.0
2020-05-01,MSFT.US,172.09,176.09,171.53,173.3,39938705.0
2020-05-01,TTST.UK,3.5317,3.5414,3.4933,3.5317,6465.0
2020-05-04,AMZN,2315.99,2326.98,2256.38,2256.38,4865926.0
2020-05-04,GOOGL,1322.9,1324.47,1296.01,1308.13,1540347.0
2020-05-04,FB,205.26,205.91,198.7562,200.2,19250673.0
2020-05-04,TWTR.US,28.23,28.42,27.39,27.6,17846258.0
2020-05-04,MSFT.US,176.29,176.45,171.32,172.01,30811230.0
2020-05-04,TTST.UK,3.359,3.4262,3.359,3.4262,14053.0
2020-05-05,AMZN,2317.8,2351.0,2307.1251,2340.0,3242496.0
2020-05-05,GOOGL,1349.02,1371.01,1335.03,1337.5,1983318.0
2020-05-05,FB,207.07,210.38,206.5,207.02,21071223.0
2020-05-05,TWTR.US,28.07,28.7299,27.9,28.67,19221904.0
2020-05-05,MSFT.US,178.2,181.03,177.34,178.06,37370863.0
2020-05-05,TTST.UK,3.4454,3.455,3.3686,3.455,12417.0
2020-05-06,AMZN,2351.26,2357.45,2320.0,2329.44,3117814.0
2020-05-06,GOOGL,1345.43,1368.69,1345.13,1358.0,1586629.0
2020-05-06,FB,208.47,211.6,206.66,208.12,21856963.0
2020-05-06,TWTR.US,27.68,28.42,27.553,28.35,15531047.0
2020-05-06,MSFT.US,179.94,181.58,179.06,179.48,32603162.0
2020-05-06,TTST.UK,3.503,3.503,3.4933,3.4933,5946.0
2020-05-07,AMZN,2367.61,2376.0,2343.11,2374.78,3396411.0
2020-05-07,GOOGL,1369.28,1375.9999,1352.5406,1361.31,1535819.0
2020-05-07,FB,211.26,211.6,209.04,211.16,15151976.0
2020-05-07,TWTR.US,28.77,28.775,27.94,28.08,16190536.0
2020-05-07,MSFT.US,180.98,181.93,179.98,181.55,28724675.0
2020-05-07,TTST.UK,3.4742,3.4933,3.4742,3.4742,1479.0
2020-05-08,AMZN,2379.61,2387.2449,2357.0,2372.14,3211228.0
2020-05-08,GOOGL,1384.34,1396.64,1372.01,1381.82,1666487.0
2020-05-08,FB,212.35,213.21,210.85,212.24,12524048.0
2020-05-08,TWTR.US,29.93,29.97,28.74,29.09,19208844.0
2020-05-08,MSFT.US,182.06,182.38,180.74,182.36,31358797.0
2020-05-11,AMZN,2409.0,2419.665,2372.11,2374.7,3259231.0
2020-05-11,GOOGL,1403.59,1415.53,1375.5,1376.79,1635856.0
2020-05-11,FB,213.18,215.0,210.37,210.8865,12911948.0
2020-05-11,TWTR.US,29.69,30.075,29.3318,29.65,13839751.0
2020-05-11,MSFT.US,184.07,184.84,180.24,180.53,31338532.0
2020-05-11,TTST.UK,3.4742,3.4933,3.4742,3.4742,1479.0
2020-05-12,AMZN,2356.95,2418.9999,2355.0,2411.85,3074916.0
2020-05-12,GOOGL,1375.18,1414.33,1374.51,1408.22,1695874.0
2020-05-12,FB,210.1,215.275,210.0,213.29,14704647.0
2020-05-12,TWTR.US,29.15,29.93,29.09,29.85,13734496.0
2020-05-12,MSFT.US,179.91,184.37,179.7,184.13,32500602.0
2020-05-12,TTST.UK,3.5798,3.7046,3.3399,3.3399,72646.0
2020-05-13,AMZN,2367.92,2407.7,2337.805,2366.8,4782919.0
2020-05-13,GOOGL,1348.33,1385.33,1328.01,1376.16,2018404.0
2020-05-13,FB,205.1,210.78,202.11,209.43,20684559.0
2020-05-13,TWTR.US,28.13,29.68,27.58,29.24,19401663.0
2020-05-13,MSFT.US,177.19,181.43,174.04,179.95,45356804.0
2020-05-13,TTST.UK,3.4262,3.551,3.3783,3.551,5263.0
2020-05-14,AMZN,2388.85,2391.37,2353.21,2361.01,3648128.0
2020-05-14,GOOGL,1356.86,1357.37,1323.3,1333.52,1833017.0
2020-05-14,FB,206.81,206.93,200.69,202.56,17178947.0
2020-05-14,TWTR.US,28.56,28.58,27.12,27.83,12364650.0
2020-05-14,MSFT.US,177.97,178.13,173.18,175.02,42478272.0
2020-05-14,TTST.UK,3.2822,3.3686,3.2822,3.3686,4428.0
2020-05-15,AMZN,2409.78,2411.0,2356.37,2368.52,4234951.0
2020-05-15,GOOGL,1373.06,1374.58,1339.0,1348.26,2077199.0
2020-05-15,FB,210.88,211.34,204.12,205.27,19383154.0
2020-05-15,TWTR.US,29.0,29.25,28.11,28.3,15939163.0
2020-05-15,MSFT.US,180.54,184.39,174.49,176.5,47283106.0
2020-05-15,TTST.UK,3.4358,3.4454,3.3686,3.4454,2974.0
2020-05-18,AMZN,2426.26,2433.0,2384.01,2404.3456,4366572.0
2020-05-18,GOOGL,1385.18,1392.76,1354.2,1361.58,2356449.0
2020-05-18,FB,213.19,214.6445,210.94,212.15,20167443.0
2020-05-18,TWTR.US,29.64,30.285,29.56,29.7,15790015.0
2020-05-18,MSFT.US,182.29,183.56,181.34,183.11,35816197.0
2020-05-18,TTST.UK,3.407,3.4167,3.3015,3.3206,37066.0
2020-05-19,AMZN,2449.33,2484.995,2428.97,2429.83,4320498.0
2020-05-19,GOOGL,1374.4,1392.49,1373.76,1385.48,1579250.0
2020-05-19,FB,216.88,220.49,212.83,213.27,31843152.0
2020-05-19,TWTR.US,29.88,30.35,29.325,29.7,17386159.0
2020-05-19,MSFT.US,181.01,183.94,180.87,182.41,27185905.0
2020-05-19,TTST.UK,3.3686,3.4742,3.3302,3.4742,7466.0
2020-05-20,AMZN,2497.94,2500.01,2467.27,2477.87,3998143.0
2020-05-20,GOOGL,1409.16,1412.026,1387.4193,1389.16,1913133.0
2020-05-20,FB,229.97,231.34,223.19,223.5,50162875.0
